index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,status,score,status_multiplier,expected_profit
1470,F,single,23.06,0,government,postgrad,8590.48,45466.31,2491.77,B,4.35,1.0,4.35
3582,M,single,19.98,0,legal,tertiary,6658.17,28885.78,2521.68,B,4.35,1.0,4.35
4160,F,single,18.66,0,finance,tertiary,9500.83,28145.32,2949.99,B,4.35,1.0,4.35
3147,M,single,27.73,0,manuf,postgrad,6887.98,28523.57,3847.55,B,4.34,1.0,4.34
2574,M,single,21.03,0,medicine,tertiary,10604.03,29717.48,2259.08,B,4.33,1.0,4.33
1270,F,single,27.33,0,construct,postgrad,7256.32,36230.87,3443.15,B,4.33,1.0,4.33
1806,M,single,27.83,0,education,professional,7606.13,25985.05,2239.41,B,4.33,1.0,4.33
3772,F,single,27.33,0,legal,tertiary,10612.94,30905.59,2531.05,B,4.33,1.0,4.33
1065,M,single,21.99,0,legal,tertiary,10435.02,32261.0,2114.47,B,4.33,1.0,4.33
4751,M,single,27.83,0,IT,tertiary,7155.73,23620.83,2857.41,B,4.32,1.0,4.32
2179,F,single,27.23,0,medicine,tertiary,10012.8,31858.8,2313.96,B,4.31,1.0,4.31
4387,M,single,22.52,0,government,postgrad,7538.81,24988.51,3610.21,B,4.31,1.0,4.31
3379,F,single,21.68,0,medicine,tertiary,11417.49,30237.18,2474.62,B,4.31,1.0,4.31
4118,M,single,18.53,0,manuf,postgrad,10962.88,41120.92,2519.88,B,4.31,1.0,4.31
4171,M,single,27.02,0,government,postgrad,8640.56,33908.09,2503.09,B,4.3,1.0,4.3
3905,M,single,20.7,0,finance,tertiary,8755.92,24057.22,2609.64,B,4.29,1.0,4.29
1786,F,single,27.86,0,government,postgrad,11236.7,37255.43,2484.54,B,4.28,1.0,4.28
1384,M,single,20.27,0,legal,tertiary,9416.54,25545.07,2407.1,B,4.28,1.0,4.28
3615,M,single,24.18,0,legal,tertiary,11620.83,31472.82,1915.85,B,4.28,1.0,4.28
4194,F,single,25.02,0,legal,tertiary,6997.57,29969.22,2335.81,B,4.27,1.0,4.27
2104,M,single,26.61,0,government,postgrad,7999.26,37884.94,2082.6,B,4.26,1.0,4.26
3746,F,single,27.72,0,IT,postgrad,8500.06,22447.66,2552.18,B,4.25,1.0,4.25
3026,M,single,19.87,0,legal,tertiary,6109.41,30874.21,1915.38,B,4.25,1.0,4.25
1701,F,single,26.73,0,finance,postgrad,9490.79,29995.42,1804.18,B,4.24,1.0,4.24
1486,F,single,26.24,0,education,postgrad,6818.1,17509.88,3146.19,B,4.23,1.0,4.23
3359,F,single,27.66,0,legal,tertiary,11788.58,29633.68,2071.7,B,4.23,1.0,4.23
4860,F,single,27.67,0,IT,tertiary,6041.19,27546.34,2323.73,B,4.22,1.0,4.22
3524,M,single,20.33,0,finance,tertiary,5997.97,22593.05,2503.05,B,4.22,1.0,4.22
4169,M,single,27.71,0,education,postgrad,7774.74,26347.53,1704.24,B,4.21,1.0,4.21
4987,F,single,20.94,0,manuf,postgrad,5594.84,28462.19,3569.49,B,4.21,1.0,4.21
3920,F,single,27.65,0,IT,tertiary,8220.77,33650.08,1724.0,B,4.2,1.0,4.2
4459,M,single,20.28,0,government,postgrad,4770.78,24436.57,2983.04,B,4.19,1.0,4.19
1582,F,single,22.97,0,construct,secondary,10246.05,27583.76,4684.05,B,4.18,1.0,4.18
1505,M,single,28.09,0,medicine,secondary,4826.47,25979.87,2500.35,B,4.18,1.0,4.18
3034,M,single,28.41,0,legal,tertiary,7908.91,19077.52,2500.47,B,4.17,1.0,4.17
4093,F,single,25.12,0,medicine,tertiary,6944.17,26580.24,2120.95,B,4.17,1.0,4.17
2506,M,single,22.09,0,finance,tertiary,6169.03,24043.24,2014.73,B,4.16,1.0,4.16
4003,M,divorced,29.71,1,manuf,postgrad,8732.93,29703.28,2435.62,B,4.16,1.0,4.16
2364,F,single,19.0,0,medicine,tertiary,8042.44,21153.34,2587.34,B,4.15,1.0,4.15
4284,M,single,21.6,0,IT,tertiary,7520.23,19259.63,2350.38,B,4.14,1.0,4.14
1480,M,single,23.75,0,finance,tertiary,8048.04,23459.01,1910.67,B,4.14,1.0,4.14
4487,M,single,21.82,0,legal,secondary,5461.61,29025.14,1954.82,B,4.13,1.0,4.13
3729,M,single,26.11,0,construct,tertiary,11134.33,29668.82,2625.36,B,4.13,1.0,4.13
2269,F,single,28.42,0,IT,tertiary,9263.28,17073.36,2902.0,B,4.13,1.0,4.13
2307,F,single,20.83,0,government,postgrad,4836.99,26325.44,2731.48,B,4.12,1.0,4.12
4559,F,single,27.33,0,finance,tertiary,4871.93,25913.4,2016.26,B,4.12,1.0,4.12
1125,M,single,27.1,0,manuf,postgrad,4618.22,26163.65,2734.01,B,4.12,1.0,4.12
3809,F,single,26.15,0,medicine,tertiary,10324.46,35264.73,1286.67,B,4.11,1.0,4.11
1215,M,single,28.06,0,government,postgrad,4624.59,24274.72,2467.84,B,4.11,1.0,4.11
2877,F,single,22.22,0,government,postgrad,7971.01,25108.56,2688.11,B,4.11,1.0,4.11
3327,M,single,27.79,0,medicine,tertiary,7480.7,17618.81,2330.87,B,4.1,1.0,4.1
4291,F,single,24.83,0,finance,tertiary,6312.26,24366.68,2018.94,B,4.1,1.0,4.1
1602,F,single,18.36,0,IT,tertiary,9900.36,28007.68,1684.4,B,4.1,1.0,4.1
1171,M,single,23.72,0,medicine,tertiary,10310.93,21226.83,1876.78,B,4.09,1.0,4.09
4111,F,single,20.18,0,medicine,tertiary,9122.26,14353.42,3162.93,B,4.09,1.0,4.09
1497,F,single,20.32,0,medicine,tertiary,6772.39,22816.7,2077.06,B,4.08,1.0,4.08
4091,M,single,24.26,0,manuf,postgrad,12877.39,24941.48,2449.34,B,4.08,1.0,4.08
4247,M,single,26.61,0,medicine,tertiary,8331.16,18160.47,2099.88,B,4.07,1.0,4.07
2648,M,single,22.97,0,government,tertiary,5619.73,26429.59,2406.43,B,4.07,1.0,4.07
2749,M,single,23.68,0,manuf,postgrad,11894.39,24037.3,2453.65,B,4.06,1.0,4.06
4096,M,single,18.54,0,construct,tertiary,8731.53,30395.92,2228.15,B,4.05,1.0,4.05
3930,F,single,26.47,0,construct,tertiary,10070.58,30279.03,2562.92,B,4.05,1.0,4.05
1101,F,single,27.26,0,IT,tertiary,6454.63,17717.58,2407.97,B,4.04,1.0,4.04
3654,F,single,27.88,0,IT,tertiary,6143.89,27405.98,1492.19,B,4.03,1.0,4.03
2557,M,single,23.05,0,medicine,secondary,5065.94,19894.28,2261.46,B,4.02,1.0,4.02
1611,M,single,21.31,0,legal,secondary,4951.68,22696.51,1959.37,B,4.01,1.0,4.01
3899,F,single,22.92,0,finance,tertiary,5412.97,18103.46,2257.36,B,4.01,1.0,4.01
2406,F,single,28.0,0,medicine,tertiary,5774.14,18375.19,2131.65,B,4.0,1.0,4.0
1090,M,single,28.0,0,education,postgrad,6174.21,12218.26,2193.1,B,3.99,1.0,3.99
4632,M,single,23.63,0,legal,secondary,4775.69,18682.43,2275.7,B,3.99,1.0,3.99
1861,M,single,18.97,0,education,tertiary,6316.49,18966.56,1700.3,B,3.98,1.0,3.98
1858,M,single,19.86,0,manuf,postgrad,11538.29,25640.1,1960.61,B,3.98,1.0,3.98
1603,F,single,23.58,0,government,tertiary,4991.58,27414.52,2215.81,B,3.98,1.0,3.98
1599,F,single,21.59,0,IT,tertiary,5417.15,16381.79,2261.73,B,3.97,1.0,3.97
1544,M,single,21.87,0,finance,tertiary,5517.98,11030.76,2577.95,B,3.95,1.0,3.95
1510,F,single,20.59,0,medicine,tertiary,5760.31,15851.42,2192.41,B,3.94,1.0,3.94
2202,M,single,24.55,0,finance,tertiary,9402.88,10879.45,2444.76,B,3.94,1.0,3.94
1773,M,single,25.98,0,medicine,tertiary,9778.7,14931.1,1852.41,B,3.94,1.0,3.94
2704,M,single,21.63,0,government,tertiary,4866.39,23035.46,2016.26,B,3.92,1.0,3.92
4351,F,single,27.98,0,manuf,postgrad,11341.44,19106.53,2524.17,B,3.91,1.0,3.91
3676,M,single,23.22,0,manuf,tertiary,6245.39,19780.75,2332.36,B,3.86,1.0,3.86
1092,F,single,20.26,0,finance,tertiary,6102.69,22341.07,1224.25,B,3.85,1.0,3.85
4969,M,single,19.75,0,government,postgrad,4755.01,12266.93,2644.92,B,3.85,1.0,3.85
1671,F,single,25.92,0,manuf,postgrad,3960.13,17059.77,2536.76,B,3.82,1.0,3.82
3711,F,single,24.69,0,manuf,postgrad,6112.06,22546.11,1802.87,B,3.81,1.0,3.81
4514,F,single,26.74,0,government,postgrad,8000.0,22225.24,1489.59,B,3.8,1.0,3.8
4094,F,single,27.83,0,construct,secondary,6944.17,26580.24,2120.95,B,3.79,1.0,3.79
2969,M,single,20.73,0,government,tertiary,4646.57,22317.46,1500.4,B,3.78,1.0,3.78
1024,M,single,23.04,0,finance,tertiary,8302.74,22384.38,684.36,B,3.76,1.0,3.76
3754,F,single,21.75,0,manuf,tertiary,7148.34,20724.08,1999.23,B,3.75,1.0,3.75
4920,M,single,19.05,0,government,tertiary,6013.2,18606.18,1485.35,B,3.7,1.0,3.7
4330,F,single,19.08,0,education,tertiary,4716.94,17217.57,1017.81,B,3.66,1.0,3.66
1216,F,single,24.07,0,government,tertiary,4336.19,20000.24,1505.45,B,3.66,1.0,3.66
2612,F,single,26.88,0,government,tertiary,4494.28,22755.11,1273.4,B,3.66,1.0,3.66
3065,F,single,28.18,0,construct,tertiary,6133.63,13400.21,2333.46,B,3.64,1.0,3.64
1514,F,single,27.72,0,IT,secondary,3229.27,18048.85,1203.72,B,3.63,1.0,3.63
2811,F,single,21.29,0,construct,postgrad,4514.35,18001.26,1474.38,B,3.61,1.0,3.61
1619,F,single,25.31,0,government,tertiary,4910.32,16431.02,1497.89,B,3.59,1.0,3.59
2815,F,single,19.89,0,finance,secondary,3362.2,16169.74,1209.59,B,3.58,1.0,3.58
1546,M,single,22.72,0,IT,tertiary,9146.16,13585.33,761.18,B,3.58,1.0,3.58
1834,F,single,27.99,0,manuf,tertiary,4762.84,18780.19,1515.17,B,3.58,1.0,3.58
4066,F,single,18.23,0,manuf,tertiary,5000.05,19999.59,1415.69,B,3.57,1.0,3.57
2834,F,single,22.07,0,finance,tertiary,5941.37,19420.47,570.93,B,3.57,1.0,3.57
3471,M,single,27.94,0,manuf,tertiary,4800.46,18220.65,1273.5,B,3.57,1.0,3.57
2240,M,single,20.49,0,manuf,tertiary,5448.4,15718.37,1495.3,B,3.56,1.0,3.56
4656,M,single,20.27,0,government,tertiary,6690.21,20000.0,832.78,B,3.54,1.0,3.54
4162,M,single,26.18,0,government,tertiary,7097.47,19208.17,542.77,B,3.42,1.0,3.42
1823,M,single,27.97,0,manuf,secondary,3566.29,18684.59,917.29,B,3.35,1.0,3.35
1688,M,single,25.35,0,manuf,secondary,3487.12,19292.75,641.88,B,3.27,1.0,3.27
2993,M,married,40.7,3,medicine,professional,4692.3,60126.63,5769.39,A,5.16,0.6,3.096
2795,M,married,62.23,1,legal,professional,4792.9,56782.38,8789.1,A,5.13,0.6,3.078
2011,M,married,39.73,2,legal,postgrad,5704.01,57847.53,4500.96,A,5.05,0.6,3.03
4133,M,married,41.66,2,legal,postgrad,16506.03,40995.4,5046.96,A,5.02,0.6,3.0119999999999996
1919,M,married,46.59,2,legal,postgrad,6453.44,42298.11,3951.48,A,5.02,0.6,3.0119999999999996
4473,M,married,63.46,0,legal,professional,10210.98,59923.05,4616.83,A,5.02,0.6,3.0119999999999996
1207,M,married,51.62,2,IT,professional,8264.78,42469.55,5004.01,A,5.02,0.6,3.0119999999999996
2275,M,married,59.27,1,legal,postgrad,13890.54,59271.23,3909.0,A,4.97,0.6,2.9819999999999998
1182,M,married,46.16,2,medicine,postgrad,3918.2,61453.57,2631.45,A,4.94,0.6,2.964
3016,M,married,23.14,1,finance,postgrad,14121.98,46152.95,4610.7,A,4.92,0.6,2.952
2351,M,married,40.47,3,IT,postgrad,8384.61,44290.14,3681.95,A,4.89,0.6,2.9339999999999997
1335,M,married,46.91,0,medicine,tertiary,10486.98,44494.3,3132.39,A,4.88,0.6,2.928
2445,M,married,49.6,1,finance,postgrad,6500.95,44748.15,3001.57,A,4.86,0.6,2.916
1593,M,married,48.59,1,legal,tertiary,3737.55,42333.12,3754.7,A,4.86,0.6,2.916
4769,M,married,52.54,2,legal,tertiary,3698.53,42764.1,4026.95,A,4.82,0.6,2.892
3101,F,married,35.03,0,legal,postgrad,9580.19,50050.05,5758.28,A,4.78,0.6,2.868
4921,M,married,46.2,2,manuf,professional,12220.45,55606.33,3287.57,A,4.77,0.6,2.8619999999999997
1263,F,married,46.34,1,legal,postgrad,4112.24,42339.04,4231.79,A,4.76,0.6,2.856
1731,M,married,39.4,2,IT,postgrad,12178.25,43062.93,2790.37,A,4.75,0.6,2.85
4331,M,married,33.64,2,finance,postgrad,9433.36,45688.75,2996.81,A,4.75,0.6,2.85
4553,M,married,39.99,1,IT,postgrad,9519.38,41999.3,2880.04,A,4.75,0.6,2.85
3542,M,married,50.68,2,finance,postgrad,6838.57,34968.95,3000.0,A,4.73,0.6,2.838
4570,M,married,26.99,0,education,professional,9787.04,55211.95,2624.05,A,4.73,0.6,2.838
2207,M,married,26.68,1,legal,postgrad,9822.73,54247.76,2601.97,A,4.72,0.6,2.832
1027,M,married,59.33,2,legal,postgrad,10497.62,44744.61,2768.2,A,4.71,0.6,2.826
3897,M,married,63.17,1,government,professional,11658.36,53518.2,4024.32,A,4.71,0.6,2.826
4035,F,married,55.04,4,legal,postgrad,10045.11,53157.56,3999.99,A,4.7,0.6,2.82
2744,F,married,46.85,0,legal,postgrad,13391.3,38465.3,3346.68,A,4.66,0.6,2.796
2098,M,married,50.39,2,IT,postgrad,8913.8,37122.25,2316.06,A,4.65,0.6,2.79
3715,F,married,40.61,1,legal,postgrad,9866.57,39977.43,4368.58,A,4.65,0.6,2.79
4036,M,married,29.22,1,construct,postgrad,10045.11,53157.56,3999.99,A,4.64,0.6,2.784
1628,M,married,61.17,1,legal,postgrad,5297.12,38198.26,2935.94,A,4.63,0.6,2.778
2750,F,married,40.56,0,legal,postgrad,12397.32,46343.45,3398.03,A,4.61,0.6,2.766
4508,F,married,45.74,2,IT,postgrad,14929.95,42640.21,2966.08,A,4.61,0.6,2.766
4274,F,married,40.22,1,legal,postgrad,9918.84,44125.54,3542.52,A,4.6,0.6,2.76
2976,M,married,30.03,2,medicine,tertiary,2724.88,41304.98,3190.64,A,4.6,0.6,2.76
2327,M,married,41.28,2,legal,tertiary,6889.26,46541.63,2152.4,A,4.59,0.6,2.754
4252,F,married,38.53,1,legal,postgrad,9404.27,44198.23,3555.47,A,4.58,0.6,2.7479999999999998
2320,F,married,42.91,1,IT,postgrad,8925.02,47058.45,2881.94,A,4.57,0.6,2.742
3012,F,married,49.56,1,finance,postgrad,14919.37,45894.12,2738.41,A,4.57,0.6,2.742
4981,F,married,27.6,1,government,professional,10026.58,44389.06,5834.47,A,4.51,0.6,2.706
4672,F,married,40.14,1,medicine,postgrad,6396.18,40939.57,3254.78,A,4.51,0.6,2.706
4234,F,married,51.99,2,IT,postgrad,14420.08,42809.6,2671.67,A,4.48,0.6,2.688
4599,M,married,47.45,3,legal,tertiary,9824.64,27201.52,2169.49,A,4.47,0.6,2.682
1751,M,married,50.52,2,legal,tertiary,8309.2,29479.86,2315.22,A,4.46,0.6,2.6759999999999997
3623,F,married,46.92,1,IT,postgrad,8435.75,27903.92,2998.72,A,4.46,0.6,2.6759999999999997
2409,F,married,39.98,1,medicine,postgrad,3253.53,60504.9,2240.09,A,4.46,0.6,2.6759999999999997
1768,M,married,48.98,2,medicine,tertiary,7453.43,29998.62,2045.78,A,4.45,0.6,2.67
1140,F,married,64.07,1,finance,postgrad,8793.84,45522.56,3020.4,A,4.45,0.6,2.67
4216,F,married,38.61,1,legal,postgrad,14361.8,42129.14,2706.48,A,4.44,0.6,2.664
1652,M,married,28.84,1,IT,tertiary,5918.78,29608.3,2885.6,A,4.43,0.6,2.658
3108,F,married,60.11,0,legal,tertiary,9028.28,42798.99,3352.24,A,4.43,0.6,2.658
3767,M,married,44.27,2,IT,tertiary,9130.34,24643.5,2503.49,A,4.43,0.6,2.658
1338,M,married,32.17,2,government,postgrad,11302.02,42491.95,2507.79,A,4.42,0.6,2.6519999999999997
4155,F,married,44.84,1,education,postgrad,4568.68,45893.51,1998.89,A,4.41,0.6,2.646
4315,M,married,40.2,2,finance,tertiary,6436.18,37930.21,1741.46,A,4.4,0.6,2.64
2990,M,married,24.29,3,finance,tertiary,7513.79,27563.19,2821.53,A,4.39,0.6,2.634
1275,F,married,40.82,1,medicine,postgrad,4044.13,39492.08,2581.39,A,4.38,0.6,2.6279999999999997
2577,M,married,20.71,1,legal,tertiary,9380.78,30155.19,2445.11,A,4.37,0.6,2.622
2720,F,married,40.53,2,legal,tertiary,6998.63,43717.07,2641.51,A,4.37,0.6,2.622
1548,F,married,46.65,2,manuf,professional,9434.27,53766.03,2442.15,A,4.36,0.6,2.616
3584,M,married,51.21,1,IT,postgrad,9951.81,15353.35,2952.69,A,4.36,0.6,2.616
2965,F,married,46.82,2,IT,tertiary,6943.69,27209.5,2960.62,A,4.34,0.6,2.6039999999999996
1132,M,married,33.84,1,legal,tertiary,11339.01,41741.67,1517.41,A,4.34,0.6,2.6039999999999996
2805,F,married,46.43,2,IT,tertiary,5968.51,29394.62,2806.46,A,4.33,0.6,2.598
3856,M,married,25.85,0,finance,tertiary,9065.22,31662.09,2131.4,A,4.33,0.6,2.598
1868,M,married,55.44,2,IT,tertiary,9831.1,20110.43,2788.28,A,4.32,0.6,2.592
2821,F,married,35.7,4,legal,tertiary,9925.85,30000.0,3580.32,A,4.31,0.6,2.586
2467,M,married,26.76,2,finance,tertiary,5177.57,24000.81,2853.94,A,4.31,0.6,2.586
3039,M,married,33.94,2,legal,tertiary,6983.69,30828.24,1932.0,A,4.29,0.6,2.574
4723,M,married,43.18,2,medicine,tertiary,6926.56,41565.53,1044.89,A,4.29,0.6,2.574
1798,M,married,40.77,0,legal,tertiary,8793.8,29779.08,1685.83,A,4.29,0.6,2.574
3309,M,married,27.95,3,legal,tertiary,4321.95,29995.21,2197.22,A,4.29,0.6,2.574
2575,F,married,46.46,2,legal,tertiary,2798.99,43531.06,1777.19,A,4.28,0.6,2.568
1529,M,married,36.55,2,medicine,tertiary,10233.66,17949.87,2947.99,A,4.27,0.6,2.562
2857,M,married,37.62,2,IT,tertiary,5698.99,20079.05,2737.27,A,4.27,0.6,2.562
3536,M,married,39.01,1,legal,tertiary,7586.11,27090.26,1803.25,A,4.25,0.6,2.55
3641,M,married,28.34,3,finance,tertiary,6888.33,19419.06,2957.27,A,4.25,0.6,2.55
1950,F,married,40.56,3,legal,tertiary,2420.5,38886.13,2389.5,A,4.24,0.6,2.544
1941,F,married,25.19,2,medicine,postgrad,12525.02,42467.24,2043.48,A,4.24,0.6,2.544
3986,M,married,35.61,2,legal,tertiary,11836.42,46907.68,971.43,A,4.24,0.6,2.544
1439,M,married,40.03,2,legal,secondary,2885.12,29314.62,2246.47,A,4.24,0.6,2.544
4808,M,married,46.77,1,medicine,secondary,2366.25,27766.59,1771.76,A,4.23,0.6,2.5380000000000003
3130,F,married,25.35,2,finance,tertiary,9598.42,28998.7,3382.92,A,4.23,0.6,2.5380000000000003
2183,M,married,35.45,3,IT,tertiary,6156.12,24890.49,2035.59,A,4.22,0.6,2.5319999999999996
2138,F,married,40.12,1,construct,postgrad,7748.21,56723.03,2341.16,A,4.21,0.6,2.526
3929,F,married,40.7,1,legal,tertiary,10070.58,30279.03,2562.92,A,4.21,0.6,2.526
3833,F,married,40.32,2,finance,tertiary,9167.21,26335.74,3011.28,A,4.21,0.6,2.526
3860,F,married,29.31,2,legal,tertiary,3817.63,44482.93,2176.91,A,4.19,0.6,2.5140000000000002
4075,F,married,44.48,3,finance,tertiary,7326.87,32765.06,2012.5,A,4.19,0.6,2.5140000000000002
2343,M,married,48.46,3,construct,tertiary,5485.75,22446.17,2782.75,A,4.18,0.6,2.5079999999999996
3129,F,married,28.44,1,IT,tertiary,9692.85,24417.25,3595.77,A,4.18,0.6,2.5079999999999996
3917,F,married,40.09,3,legal,tertiary,3148.99,44393.4,1788.78,A,4.17,0.6,2.502
2371,F,married,34.44,2,construct,professional,7856.06,46329.71,2790.83,A,4.17,0.6,2.502
2300,M,married,38.71,2,finance,tertiary,8857.65,26090.0,1519.27,A,4.16,0.6,2.496
1227,F,married,40.23,2,medicine,tertiary,9182.73,24951.12,2795.0,A,4.15,0.6,2.49
2441,M,married,34.84,2,IT,tertiary,6116.28,17258.63,2504.46,A,4.15,0.6,2.49
4910,F,married,36.78,1,IT,tertiary,2889.67,27988.48,2797.51,A,4.13,0.6,2.4779999999999998
3376,F,married,34.37,3,legal,tertiary,6961.62,30343.04,2488.26,A,4.13,0.6,2.4779999999999998
2963,F,married,31.38,1,IT,tertiary,5941.22,33316.44,2415.98,A,4.13,0.6,2.4779999999999998
3677,M,married,25.56,0,legal,tertiary,10260.4,35395.14,1114.47,A,4.13,0.6,2.4779999999999998
2667,M,married,31.02,1,legal,tertiary,7411.52,27703.36,1478.36,A,4.12,0.6,2.472
2335,M,married,44.99,2,legal,secondary,838.14,22850.38,2008.52,A,4.12,0.6,2.472
3586,F,married,53.6,2,IT,tertiary,5755.46,27183.44,2447.51,A,4.12,0.6,2.472
4583,M,married,38.93,2,finance,tertiary,9234.6,17514.71,2053.93,A,4.11,0.6,2.466
3298,M,married,63.99,2,IT,tertiary,5273.06,22759.7,1868.24,A,4.11,0.6,2.466
1042,F,married,63.95,1,construct,tertiary,2511.49,41205.04,3674.55,A,4.1,0.6,2.4599999999999995
2726,F,married,29.98,1,IT,tertiary,6264.93,37430.31,1961.08,A,4.09,0.6,2.4539999999999997
1581,F,married,31.29,2,construct,tertiary,10246.05,27583.76,4684.05,A,4.09,0.6,2.4539999999999997
2337,M,married,31.44,1,medicine,secondary,615.68,29551.14,2001.58,A,4.09,0.6,2.4539999999999997
2361,F,married,25.67,3,legal,tertiary,2840.58,31347.46,2545.73,A,4.08,0.6,2.448
3609,M,married,36.13,2,IT,tertiary,9069.81,24841.44,1389.41,A,4.08,0.6,2.448
4095,F,married,34.07,3,medicine,tertiary,8731.53,30395.92,2228.15,A,4.08,0.6,2.448
3308,M,married,24.47,2,IT,tertiary,5979.78,20251.57,1967.58,A,4.07,0.6,2.442
3694,M,married,35.29,0,construct,secondary,13323.66,42042.22,1863.74,A,4.06,0.6,2.4359999999999995
3136,F,married,33.36,3,construct,tertiary,9305.9,35464.91,3320.64,A,4.06,0.6,2.4359999999999995
3644,F,married,26.67,3,IT,postgrad,4290.53,23065.61,2749.82,A,4.06,0.6,2.4359999999999995
3750,F,married,46.06,1,IT,tertiary,2245.75,23966.91,2069.44,A,4.06,0.6,2.4359999999999995
1513,F,married,26.82,2,manuf,postgrad,2768.09,46537.77,2617.61,A,4.06,0.6,2.4359999999999995
3166,F,married,59.03,1,IT,tertiary,7211.81,25190.41,2488.96,A,4.05,0.6,2.4299999999999997
1993,M,married,33.97,2,legal,secondary,4048.28,19121.36,2432.52,A,4.05,0.6,2.4299999999999997
1676,M,married,39.69,1,IT,tertiary,6630.4,22001.79,1375.16,A,4.05,0.6,2.4299999999999997
1951,F,married,44.75,1,construct,tertiary,2420.5,38886.13,2389.5,A,4.04,0.6,2.424
4924,F,married,32.01,3,medicine,tertiary,6975.77,33648.43,1888.27,A,4.04,0.6,2.424
2321,F,married,27.54,1,medicine,tertiary,6798.78,24071.67,2773.21,A,4.04,0.6,2.424
4145,F,married,32.34,0,IT,tertiary,9324.07,31754.51,1931.44,A,4.03,0.6,2.418
1715,M,married,40.24,1,finance,tertiary,7111.72,29216.66,866.4,A,4.03,0.6,2.418
4319,F,married,45.84,1,government,tertiary,7649.88,34605.84,1954.4,A,4.03,0.6,2.418
2421,F,married,32.75,1,finance,tertiary,9684.66,25024.12,2399.26,A,4.02,0.6,2.4119999999999995
